,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,1,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,23970,0,0
1,1,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-5169,24193,1361,6530
2,1,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-4337,20960,879,5216
3,1,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-2988,18825,577,3565
4,1,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-1611,17790,405,2016
5,1,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-1207,17133,516,1723
0,3,1,7,2,False,2022-08-05T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,1,0,0,0,12,16.6,15.0,2.0,3.4,50,0,48303,0,0
1,3,11,10,12,True,2022-08-13T14:00:00Z,4,2,2,90,1,1,0,2,0,0,0,0,0,0,2,35,54.8,25.5,28.0,10.8,50,-629,65418,9001,9630
2,3,21,3,6,False,2022-08-20T16:30:00Z,0,3,3,87,0,1,1,0,0,0,0,0,0,0,0,25,25.8,34.0,6.0,6.6,50,112040,216726,137326,25286
3,3,31,9,2,True,2022-08-27T16:30:00Z,2,1,4,90,0,0,0,1,0,0,0,0,0,0,0,9,8.2,25.0,12.0,4.5,50,42760,267951,77459,34699
4,3,41,2,2,True,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,14,12.6,25.0,8.0,4.6,50,10781,288460,49435,38654
5,3,56,14,2,False,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,0,0,18,15.2,14.9,46.0,7.6,50,8776,308627,50721,41945
0,4,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,86132,0,0
1,4,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-12599,87552,5829,18428
2,4,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,21882,131934,57920,36038
3,4,31,9,2,True,2022-08-27T16:30:00Z,2,1,4,90,0,0,0,1,0,0,0,0,0,0,0,15,4.2,3.8,0.0,0.8,44,-18950,115883,14683,33633
4,4,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-9174,110818,10920,20094
5,4,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-25515,85016,941,26456
0,5,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,14331,0,0
1,5,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2978,14520,631,3609
2,5,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2174,13295,683,2857
3,5,31,9,1,True,2022-08-27T16:30:00Z,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,43,-1795,12198,363,2158
4,5,41,2,1,True,2022-08-31T18:30:00Z,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.0,0.0,0.2,43,-648,12085,461,1109
5,5,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-473,12112,556,1029
0,6,1,7,3,False,2022-08-05T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,17,22.6,12.9,10.0,4.6,50,0,39617,0,0
1,6,11,10,2,True,2022-08-13T14:00:00Z,4,2,2,90,0,0,0,2,0,0,0,0,0,0,0,9,5.4,4.8,39.0,4.9,50,4047,61511,12745,8698
2,6,21,3,3,False,2022-08-20T16:30:00Z,0,3,3,90,0,0,1,0,0,0,0,0,0,0,0,13,13.2,3.8,0.0,1.7,50,-5523,61170,8704,14227
3,6,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-8910,54948,3409,12319
4,6,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-15298,40160,407,15705
5,6,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-9978,30613,131,10109
0,7,1,7,3,False,2022-08-05T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,9,3.4,8.3,23.0,3.5,65,0,1133257,0,0
1,7,11,10,2,True,2022-08-13T14:00:00Z,4,2,2,90,0,0,0,2,0,0,0,0,0,0,0,19,7.6,15.3,12.0,3.5,65,-78957,1175045,58220,137177
2,7,21,3,16,False,2022-08-20T16:30:00Z,0,3,3,73,2,0,1,0,0,0,0,0,0,0,3,47,67.8,10.0,42.0,12.0,64,-188934,1025266,67382,256316
3,7,31,9,10,True,2022-08-27T16:30:00Z,2,1,4,90,1,0,0,1,0,0,0,0,0,0,3,37,58.2,44.2,36.0,13.8,65,243746,1372230,295915,52169
4,7,41,2,1,True,2022-08-31T18:30:00Z,2,1,5,80,0,0,0,1,0,0,0,1,0,0,0,12,13.0,37.8,47.0,9.8,66,558793,2044513,598888,40095
5,7,56,14,2,False,2022-09-04T15:30:00Z,3,1,6,73,0,0,0,2,0,0,0,0,0,0,0,9,7.0,46.8,14.0,6.8,66,-348491,1677063,149913,498404
0,8,1,7,1,False,2022-08-05T19:00:00Z,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,3,6.0,0.2,0.0,0.6,50,0,105345,0,0
1,8,11,10,1,True,2022-08-13T14:00:00Z,4,2,2,13,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.7,0.0,0.1,50,-14780,102375,3078,17858
2,8,21,3,1,False,2022-08-20T16:30:00Z,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,49,-12863,95230,4859,17722
3,8,31,9,2,True,2022-08-27T16:30:00Z,2,1,4,60,0,0,0,1,0,0,0,0,0,0,0,11,11.6,15.8,8.0,3.5,49,-14113,85062,2409,16522
4,8,41,2,2,True,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,8,11.0,3.1,21.0,3.5,49,2023,91991,9526,7503
5,8,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,978,97616,9302,8324
0,9,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,30199,0,0
1,9,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-7090,31604,2174,9264
2,9,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-6444,27844,2135,8579
3,9,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-6427,22655,889,7316
4,9,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-5267,17547,0,5267
5,9,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-2528,15094,0,2528
0,10,1,7,5,False,2022-08-05T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,1,0,0,0,25,31.4,12.0,0.0,4.3,45,0,533085,0,0
1,10,11,10,1,True,2022-08-13T14:00:00Z,4,2,2,74,0,0,0,2,0,0,0,0,0,0,0,8,9.8,3.3,0.0,1.3,45,-5992,567751,34000,39992
2,10,21,3,7,False,2022-08-20T16:30:00Z,0,3,3,74,0,0,1,0,0,0,0,0,0,0,1,29,11.0,4.3,2.0,1.7,45,-43654,533476,29194,72848
3,10,31,9,1,True,2022-08-27T16:30:00Z,2,1,4,90,0,0,0,1,0,0,0,1,0,0,0,10,11.8,3.8,4.0,2.0,45,-11093,534553,31566,42659
4,10,41,2,8,True,2022-08-31T18:30:00Z,2,1,5,64,0,0,1,0,0,0,0,0,0,0,2,29,5.4,13.5,2.0,2.1,45,-22463,518671,22981,45444
5,10,56,14,1,False,2022-09-04T15:30:00Z,3,1,6,79,0,0,0,3,0,0,0,0,0,0,0,8,8.4,6.4,0.0,1.5,45,23639,557430,60655,37016
0,11,1,7,1,False,2022-08-05T19:00:00Z,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,4,2.2,10.3,0.0,1.3,70,0,67198,0,0
1,11,11,10,1,True,2022-08-13T14:00:00Z,4,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,2.2,0.5,17.0,2.0,69,-17931,57718,3918,21849
2,11,21,3,1,False,2022-08-20T16:30:00Z,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,-1,5.4,10.9,17.0,3.3,68,-14362,47543,2722,17084
3,11,31,9,1,True,2022-08-27T16:30:00Z,2,1,4,29,0,0,0,0,0,0,0,0,0,0,0,4,7.2,0.7,61.0,6.9,67,-8641,41747,1525,10166
4,11,41,2,1,True,2022-08-31T18:30:00Z,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4,5.0,0.3,67,-3885,40171,1594,5479
5,11,56,14,1,False,2022-09-04T15:30:00Z,3,1,6,16,0,0,0,1,0,0,0,0,0,0,0,5,2.0,0.0,2.0,0.4,66,-4503,37407,1067,5570
0,12,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,141711,0,0
1,12,11,10,1,True,2022-08-13T14:00:00Z,4,2,2,6,0,0,0,0,0,0,0,0,0,0,0,6,5.0,14.3,0.0,1.9,59,-48857,93669,1122,49979
2,12,21,3,1,False,2022-08-20T16:30:00Z,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,6,7.4,10.7,17.0,3.5,59,-11539,89169,7054,18593
3,12,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-14768,77762,3256,18024
4,12,41,2,1,True,2022-08-31T18:30:00Z,2,1,5,9,0,0,0,0,0,0,0,0,0,0,0,4,3.4,10.9,0.0,1.4,58,-10373,70354,2997,13370
5,12,56,14,1,False,2022-09-04T15:30:00Z,3,1,6,16,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.8,1.0,0.0,57,-3725,69914,5845,9570
0,13,1,7,6,False,2022-08-05T19:00:00Z,0,2,1,90,0,1,1,0,0,0,0,0,0,0,0,10,1.8,7.6,36.0,4.5,80,0,1772492,0,0
1,13,11,10,2,True,2022-08-13T14:00:00Z,4,2,2,83,0,0,0,2,0,0,0,0,0,0,0,18,13.8,43.9,23.0,8.1,80,-38146,1922750,93462,131608
2,13,21,3,3,False,2022-08-20T16:30:00Z,0,3,3,87,0,0,1,0,0,0,0,0,0,0,0,12,12.0,29.9,8.0,5.0,80,-310888,1658605,67472,378360
3,13,31,9,5,True,2022-08-27T16:30:00Z,2,1,4,90,0,1,0,1,0,0,0,0,0,0,0,19,28.0,25.4,45.0,9.8,79,-350292,1344008,28075,378367
4,13,41,2,5,True,2022-08-31T18:30:00Z,2,1,5,87,0,1,0,1,0,0,0,0,0,0,0,19,24.6,42.7,49.0,11.6,79,-182936,1189232,22544,205480
5,13,56,14,7,False,2022-09-04T15:30:00Z,3,1,6,90,1,0,0,3,0,0,0,1,0,0,1,20,34.2,18.5,52.0,10.5,78,-123281,1091602,34101,157382
0,14,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,172673,0,0
1,14,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,15,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,0.3,0.0,0.0,44,-49600,122934,711,50311
2,14,21,3,1,False,2022-08-20T16:30:00Z,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,5,3.8,0.4,0.0,0.4,44,-17045,109497,6225,23270
3,14,31,9,1,True,2022-08-27T16:30:00Z,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,43,-16523,94780,3196,19719
4,14,41,2,1,True,2022-08-31T18:30:00Z,2,1,5,26,0,0,0,1,0,0,0,0,0,0,0,9,8.4,10.8,4.0,2.3,43,-10096,86069,2673,12769
5,14,56,14,1,False,2022-09-04T15:30:00Z,3,1,6,10,0,0,0,0,0,0,0,0,0,0,0,3,4.6,0.8,0.0,0.5,42,-5740,81612,4087,9827
0,15,1,7,6,False,2022-08-05T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,2,0,25,19.0,0.0,0.0,1.9,50,0,1128297,0,0
1,15,11,10,1,True,2022-08-13T14:00:00Z,4,2,2,90,0,0,0,2,0,0,0,0,0,1,0,10,11.6,0.0,0.0,1.2,50,31287,1369348,93632,62345
2,15,21,3,6,False,2022-08-20T16:30:00Z,0,3,3,90,0,0,1,0,0,0,0,0,0,1,0,20,7.6,0.0,0.0,0.8,50,-61359,1366505,88334,149693
3,15,31,9,2,True,2022-08-27T16:30:00Z,2,1,4,90,0,0,0,1,0,0,0,0,0,2,0,12,18.8,0.0,0.0,1.9,50,-12169,1422476,88190,100359
4,15,41,2,2,True,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,2,0,13,17.4,0.0,0.0,1.7,50,-53340,1407588,48276,101616
5,15,56,14,2,False,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,3,0,14,25.2,0.0,0.0,2.5,50,-250290,1164227,17642,267932
0,16,1,7,7,False,2022-08-05T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,1,26,24.2,0.6,2.0,2.7,50,0,689975,0,0
1,16,11,10,1,True,2022-08-13T14:00:00Z,4,2,2,90,0,0,0,2,0,0,0,0,0,0,0,12,13.2,1.8,6.0,2.1,50,-7155,756694,48645,55800
2,16,21,3,7,False,2022-08-20T16:30:00Z,0,3,3,90,0,0,1,0,0,0,0,0,0,0,1,29,19.8,1.5,4.0,2.5,50,-29099,754827,68563,97662
3,16,31,9,9,True,2022-08-27T16:30:00Z,2,1,4,90,1,0,0,1,0,0,0,0,0,0,1,27,46.2,12.6,35.0,9.4,50,-20145,759675,41844,61989
4,16,41,2,2,True,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,16,17.4,1.3,69.0,8.8,50,176657,994950,213104,36447
5,16,56,14,1,False,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,0,0,13,14.0,1.0,10.0,2.5,51,85958,1123841,160863,74905
0,17,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,2728,0,0
1,17,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-943,1740,0,943
2,17,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-405,1375,0,405
3,17,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-181,1209,0,181
4,17,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-107,1100,0,107
5,17,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-90,1013,0,90
0,18,1,7,1,False,2022-08-05T19:00:00Z,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,45,0,19266,0,0
1,18,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,112,25819,3667,3555
2,18,21,3,1,False,2022-08-20T16:30:00Z,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,45,-3226,24783,3055,6281
3,18,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2096,24708,3152,5248
4,18,41,2,2,True,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,15,10.8,6.2,0.0,1.7,44,-418,26009,3244,3662
5,18,56,14,2,False,2022-09-04T15:30:00Z,3,1,6,73,0,0,0,2,0,0,0,0,0,0,0,15,7.4,12.4,0.0,2.0,44,4771,33910,8785,4014
0,19,1,7,8,False,2022-08-05T19:00:00Z,0,2,1,90,1,0,1,0,0,0,0,0,0,0,0,23,38.2,15.2,39.0,9.2,60,0,1728741,0,0
1,19,11,10,8,True,2022-08-13T14:00:00Z,4,2,2,90,1,0,0,2,0,0,0,0,0,0,1,30,42.4,51.8,15.0,10.9,61,379500,2396763,430548,51048
2,19,21,3,6,False,2022-08-20T16:30:00Z,0,3,3,74,0,1,1,0,0,0,0,0,0,0,0,11,2.0,6.3,30.0,3.8,63,1180060,3788936,1242606,62546
3,19,31,9,2,True,2022-08-27T16:30:00Z,2,1,4,90,0,0,0,1,0,0,0,0,0,0,0,20,25.8,59.0,101.0,18.6,64,243247,4084833,372203,128956
4,19,41,2,10,True,2022-08-31T18:30:00Z,2,1,5,90,1,0,0,1,0,0,0,0,0,0,3,34,44.0,30.7,69.0,14.4,64,-151656,3952017,117275,268931
5,19,56,14,2,False,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,0,0,8,11.4,33.1,53.0,9.8,65,552114,4624595,649197,97083
0,20,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4463,0,0
1,20,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1024,4655,162,1186
2,20,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1521,3150,0,1521
3,20,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-550,2639,0,550
4,20,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-261,2390,0,261
5,20,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-175,2217,0,175
0,22,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,39173,0,0
1,22,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-9658,34449,2811,12469
2,22,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-11907,22621,0,11907
3,22,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-5145,18037,0,5145
4,22,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2345,15829,0,2345
5,22,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1852,14008,0,1852
0,23,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,2725,0,0
1,23,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-585,3093,119,704
2,23,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1010,2113,33,1043
3,23,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-361,1801,19,380
4,23,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-129,1699,20,149
5,23,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-114,1609,18,132
0,24,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,60915,0,0
1,24,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2489,73999,4057,6546
2,24,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-6909,72486,4011,10920
3,24,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-6448,69615,2566,9014
4,24,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,9981,92971,17099,7118
5,24,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,20600,130171,30415,9815
0,25,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,15311,0,0
1,25,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-4909,10655,173,5082
2,25,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-2728,8285,194,2922
3,25,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-940,8261,343,1283
4,25,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-673,8394,333,1006
5,25,56,14,1,False,2022-09-04T15:30:00Z,3,1,6,16,0,0,0,1,0,0,0,0,0,0,0,4,4.8,1.2,10.0,1.6,57,-518,8672,600,1118
0,26,1,7,8,False,2022-08-05T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,2,30,22.2,0.1,0.0,2.2,45,0,163701,0,0
1,26,11,10,-1,True,2022-08-13T14:00:00Z,4,2,2,90,0,0,0,2,1,0,0,0,0,0,0,9,7.4,0.7,0.0,0.8,45,184739,494654,212268,27529
2,26,21,3,14,False,2022-08-20T16:30:00Z,0,3,3,90,1,0,1,0,0,0,0,0,0,0,2,39,50.4,0.8,17.0,6.8,45,6206,521329,95924,89718
3,26,31,9,7,True,2022-08-27T16:30:00Z,2,1,4,90,0,1,0,1,0,0,0,0,0,0,2,28,29.8,11.5,2.0,4.3,46,458557,1109607,508914,50357
4,26,41,2,1,True,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,1,0,0,0,1,0,0,0,9,12.8,10.8,0.0,2.4,47,575350,1764468,619979,44629
5,26,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,1,0,0,0,11,10.4,0.9,4.0,1.5,48,250098,2068486,360487,110389
0,27,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,8331,0,0
1,27,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1637,8780,675,2312
2,27,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1501,8125,964,2465
3,27,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1113,7596,570,1683
4,27,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-632,7475,369,1001
5,27,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-347,7711,543,890
0,28,1,7,2,False,2022-08-05T19:00:00Z,0,2,1,82,0,0,1,0,0,0,0,0,0,0,0,7,7.4,3.2,38.0,4.9,80,0,6018571,0,0
1,28,11,10,19,True,2022-08-13T14:00:00Z,4,2,2,83,2,2,0,2,0,0,0,0,0,0,3,65,98.6,33.7,105.0,23.7,80,-265945,6211795,105825,371770
2,28,21,3,4,False,2022-08-20T16:30:00Z,0,3,3,90,0,1,1,0,0,0,0,1,0,0,0,15,25.6,23.1,54.0,10.3,81,853585,7496318,882488,28903
3,28,31,9,1,True,2022-08-27T16:30:00Z,2,1,4,88,0,0,0,1,0,0,0,1,0,0,0,0,8.2,27.6,79.0,11.5,82,237640,7962228,268237,30597
4,28,41,2,6,True,2022-08-31T18:30:00Z,2,1,5,87,1,0,0,1,0,0,0,0,0,0,0,19,37.8,12.3,92.0,14.2,82,-70519,8026017,106179,176698
